226:8,3,7,2,1,1,1,1,5,9,3,5,6,9,8,7,3,2,5,8,4,2,8,2,6,7,9,1,7,9
227:6,9,7,8,4,6,1,6,4,8,7,6,6,8,8,8,2,4,4,3,6,7,5,3,3,7,7,4,6,5
228:2,2,2,5,6,1,4,9,9,1,1,5,9,7,1,2,6,6,1,2,1,4,3,5,4,1,3,5,5,2
229:1,6,6,3,9,8,6,1,5,3,2,1,9,4,7,2,5,2,7,8,4,7,7,3,2,5,3,9,9,1
230:6,3,3,2,8,6,3,1,4,3,2,3,3,5,1,3,3,9,5,5,3,7,3,3,3,5,2,6,9,8
231:3,7,9,8,7,3,2,2,3,1,6,2,1,1,1,9,1,6,4,2,1,5,5,7,6,1,7,5,6,8
232:8,9,1,8,7,3,1,2,8,9,6,7,6,3,5,4,4,3,6,7,6,6,7,9,5,7,8,4,7,8
233:8,5,5,6,9,5,1,9,5,1,3,2,4,6,9,7,6,4,7,7,7,2,9,1,3,2,5,3,7,4
234:5,8,7,2,5,5,8,8,4,5,5,3,5,3,9,1,6,1,2,2,9,6,4,4,5,5,6,6,7,8
235:2,1,4,2,9,3,2,6,6,3,1,3,9,6,9,8,6,3,7,3,5,3,2,5,6,7,6,5,2,3
236:3,9,7,7,3,9,5,2,7,8,5,1,5,3,5,8,8,7,5,9,3,2,1,4,3,2,1,4,3,2
237:6,3,2,6,3,5,1,6,6,6,6,7,4,9,9,2,6,8,2,5,8,2,4,8,7,4,9,3,2,6
238:5,3,3,2,9,2,9,7,8,2,3,9,5,9,4,8,7,8,1,5,5,4,4,6,8,3,9,7,1,4
239:9,9,6,1,6,5,2,4,9,2,1,2,9,4,1,1,4,5,7,5,5,5,3,7,3,7,3,9,2,1
240:5,5,2,7,4,4,7,7,9,5,4,4,4,6,5,8,8,9,8,6,2,6,6,1,2,7,7,1,8,4
241:4,7,7,1,8,1,6,7,2,9,6,3,1,2,4,6,3,7,8,7,1,8,5,5,2,7,4,6,2,7
242:6,7,4,4,1,7,3,8,7,2,7,4,2,9,5,3,8,8,5,7,2,2,5,5,1,5,4,1,3,9
243:1,8,2,7,7,4,2,2,7,6,9,5,5,1,9,3,2,1,6,3,9,9,1,6,4,5,7,7,1,7
244:2,8,1,9,6,1,6,1,9,5,5,9,8,3,9,1,5,1,4,8,7,1,5,8,6,9,1,8,8,1
245:9,5,2,2,2,4,8,7,7,8,6,4,7,8,3,4,8,2,6,9,2,7,4,1,8,6,5,9,4,4
246:9,6,8,7,6,9,9,5,5,8,2,7,7,7,4,5,8,6,1,7,9,1,2,2,3,2,7,3,3,2
247:8,3,5,6,2,5,3,6,2,6,5,2,1,4,9,5,7,1,1,7,5,3,9,6,3,1,1,8,8,8
248:8,3,9,5,4,7,8,2,1,1,3,5,2,4,4,5,4,8,7,6,8,9,7,6,6,9,1,5,3,9
249:6,7,2,1,7,9,7,7,9,6,3,6,5,1,8,8,3,6,6,8,2,2,6,3,4,1,5,5,1,8
250:6,7,7,7,5,1,8,6,1,6,3,8,3,9,4,7,8,3,5,5,5,3,4,1,9,3,1,4,2,5
251:4,9,9,8,8,3,7,4,6,8,1,3,5,9,8,5,5,1,6,1,2,4,5,8,6,9,9,4,8,1
252:6,7,2,7,7,9,7,7,9,6,3,6,5,1,8,8,3,6,6,8,2,2,6,3,4,1,5,5,1,8
253:4,5,5,5,9,1,6,8,9,1,5,9,6,4,2,1,9,5,2,4,1,1,5,8,9,5,7,3,6,9
254:5,8,7,2,5,5,8,8,4,5,5,3,5,3,9,1,6,1,2,2,9,6,4,4,7,5,6,6,7,6
255:7,1,1,1,1,3,5,2,7,4,8,6,8,7,3,3,7,1,5,2,3,1,6,5,5,2,2,2,8,5
256:9,6,4,8,7,9,1,4,3,2,7,8,9,5,8,8,2,8,8,4,9,4,2,6,3,5,4,6,8,7
257:9,3,5,5,8,2,2,8,2,6,3,6,2,9,1,2,9,7,9,9,2,2,9,5,1,7,9,9,2,2
258:9,4,3,1,9,7,8,5,9,2,2,9,7,9,7,2,5,3,8,7,8,4,6,9,7,6,9,6,6,4
259:2,3,5,7,3,9,6,6,8,3,6,1,3,7,9,6,2,7,3,8,4,2,6,4,3,4,5,5,7,3
260:5,5,2,7,4,4,7,7,9,5,4,4,4,6,5,8,8,9,8,6,2,6,6,1,2,7,7,1,8,3
261:9,6,7,2,3,8,6,3,8,6,3,9,8,5,4,9,8,4,2,1,1,2,4,8,3,8,9,6,2,9
262:7,1,9,8,1,8,7,8,2,6,9,8,7,1,7,1,1,4,3,7,3,5,2,1,2,6,9,7,4,7
263:5,8,1,2,6,8,6,4,9,6,9,6,8,3,1,5,9,9,4,6,8,5,3,2,5,5,1,5,2,3
264:1,5,2,1,6,6,3,7,6,3,3,7,6,9,2,4,4,9,9,7,7,4,2,1,5,5,1,1,2,7
265:2,8,1,9,6,1,6,1,9,5,5,9,8,3,9,1,5,1,4,1,7,1,5,8,6,9,1,8,8,1
266:5,7,2,9,6,5,7,7,1,6,3,6,1,5,9,1,5,8,1,8,1,9,5,3,3,6,9,8,2,2
267:3,7,9,8,7,3,7,2,3,1,6,2,1,1,1,9,1,6,4,2,1,5,5,7,6,1,7,5,6,8
268:2,3,8,3,8,3,2,3,3,6,6,4,2,2,6,8,6,9,2,4,2,4,5,2,1,4,7,3,1,2
269:1,7,7,9,1,1,2,5,4,1,2,9,1,3,1,8,9,4,4,8,7,5,9,2,2,6,5,3,9,2
270:3,6,1,3,6,6,6,8,1,7,7,3,5,6,6,4,4,5,3,9,8,6,4,9,7,9,4,6,4,5
271:8,8,7,8,6,8,1,9,4,3,5,5,2,6,5,8,7,2,5,3,7,3,3,8,2,6,4,1,8,1
272:5,9,4,6,6,9,2,5,6,4,9,5,9,7,2,3,7,2,7,5,1,6,8,1,3,7,8,9,8,9
273:2,7,8,5,9,3,1,5,3,7,6,7,3,5,9,4,3,4,9,4,6,4,5,5,8,1,1,1,1,1
274:6,4,5,6,4,7,5,2,8,1,1,4,5,9,4,7,1,5,5,8,5,4,9,9,3,2,6,3,7,3
275:6,6,9,1,6,4,2,3,7,9,4,2,4,4,7,2,2,4,1,4,8,3,5,8,9,7,5,8,7,3
276:9,8,9,4,1,4,6,9,7,4,3,9,3,3,4,9,2,6,4,2,7,1,1,1,8,6,8,1,2,8
277:7,3,9,9,3,7,3,7,2,5,9,2,2,5,4,9,5,9,5,1,2,6,5,6,9,9,2,3,7,4
278:9,7,3,4,2,4,3,9,2,1,8,5,1,8,9,2,8,8,1,7,8,8,1,8,4,9,5,4,8,5
279:6,6,3,9,8,7,2,2,5,8,6,9,5,2,2,7,9,8,3,3,8,5,4,8,2,5,7,9,7,8
280:8,7,4,6,9,4,3,1,4,8,1,7,6,2,7,9,5,1,3,9,7,4,8,3,2,2,5,7,8,6
281:2,7,3,8,5,7,4,2,8,4,5,1,7,3,7,6,8,1,3,9,6,5,6,4,3,9,9,6,1,2
282:6,1,1,8,4,3,3,6,1,8,5,6,4,7,7,9,7,7,2,4,3,9,2,5,9,1,2,7,2,2
283:9,4,2,9,5,1,7,4,5,5,9,2,9,5,8,3,8,7,8,4,1,6,5,6,2,4,5,3,5,1
284:8,2,4,5,9,6,8,6,3,3,2,5,8,3,4,1,2,6,8,1,4,4,6,1,5,1,5,3,6,9
285:4,7,7,1,8,1,6,7,2,9,6,3,6,2,4,6,3,7,8,7,1,8,5,5,2,7,4,6,2,7
286:1,5,5,5,5,4,1,7,9,7,3,5,3,7,6,3,5,8,6,8,3,7,1,2,1,9,5,8,5,6
287:8,1,4,9,2,6,3,4,6,5,2,9,4,5,1,2,5,8,5,2,7,4,1,8,1,5,8,7,2,9
288:8,5,8,3,4,3,9,9,8,5,6,7,6,7,8,9,8,9,3,2,8,3,5,2,5,5,5,2,9,5
289:7,6,6,5,2,5,4,4,3,7,9,2,6,7,4,2,4,3,4,1,9,5,5,7,2,6,2,5,4,4
290:9,5,3,3,8,4,7,1,2,6,8,2,7,6,8,1,9,6,9,8,8,4,3,3,3,9,9,6,5,6
291:1,8,1,3,1,8,8,2,1,5,7,2,6,2,3,2,2,4,3,5,9,6,3,1,9,6,9,3,7,9
292:5,6,2,6,4,1,9,1,9,7,9,4,2,4,8,6,9,7,2,6,4,3,8,5,9,3,6,6,7,2
293:4,6,7,2,6,7,8,5,7,8,7,8,5,1,9,7,6,8,2,5,6,1,9,6,4,8,3,1,9,2
294:5,4,1,7,8,5,4,6,8,7,3,3,2,9,7,9,5,1,5,5,1,1,9,3,3,7,4,2,9,3
295:8,9,4,1,3,9,4,4,8,6,1,1,2,6,3,9,6,2,2,3,1,4,5,2,5,2,9,3,2,7
296:4,3,9,2,7,8,2,9,8,4,5,8,5,6,1,3,7,4,7,1,1,5,1,5,1,5,6,3,9,1
297:4,5,7,5,6,7,9,9,9,9,3,6,7,4,4,4,4,6,2,2,4,1,2,6,1,4,3,2,2,5
298:8,5,8,3,4,3,9,9,8,5,6,7,6,7,8,9,8,9,3,2,8,3,5,2,5,5,5,2,9,9
299:1,6,7,8,3,1,2,5,2,5,2,7,3,4,8,3,5,8,3,1,6,6,5,4,5,1,8,9,7,2
300:8,3,2,6,9,8,7,1,3,3,3,1,2,1,5,1,1,9,9,2,8,3,3,7,2,8,8,1,6,3
301:1,8,2,7,7,4,2,2,7,6,9,5,5,1,9,3,2,1,6,3,9,9,1,6,4,5,7,7,1,9
302:4,6,3,9,7,2,4,7,2,4,2,2,7,8,8,1,7,6,4,2,9,2,1,7,5,4,4,2,4,4
303:7,2,1,7,1,2,9,6,2,3,7,5,4,4,1,1,1,8,6,8,8,3,7,8,7,5,5,5,7,5
304:1,2,9,9,6,5,1,6,8,1,1,5,4,6,1,1,7,9,2,4,5,8,7,7,4,2,6,9,7,4
305:8,5,7,9,1,2,9,3,1,8,4,5,7,1,9,6,9,9,2,2,6,5,5,1,1,6,8,4,5,3
306:4,7,2,5,6,3,5,9,2,4,4,9,8,7,9,3,8,8,5,6,5,7,7,7,1,9,7,9,8,2
307:6,8,8,9,7,6,4,4,5,8,5,9,2,5,2,7,8,9,3,2,3,2,7,8,1,1,5,5,1,3
308:1,7,9,6,3,2,9,7,3,5,7,6,6,4,9,7,8,7,9,6,5,8,3,4,3,1,6,6,5,3
309:2,7,3,8,5,7,4,2,8,4,5,1,7,3,7,6,8,1,3,9,6,5,6,4,3,9,9,6,1,9
310:2,5,5,5,3,3,3,1,5,4,8,3,9,5,4,6,5,4,2,8,6,6,7,9,9,4,4,5,8,5
311:3,9,6,1,5,7,4,5,4,4,3,3,4,2,4,1,1,1,9,8,6,8,7,9,8,2,4,3,1,5
312:3,4,4,3,9,6,7,9,7,5,8,9,5,1,7,9,9,1,5,4,5,5,2,3,5,9,3,9,4,8
313:9,8,2,4,2,3,6,7,9,1,8,3,9,9,1,6,8,7,2,9,7,3,5,6,6,5,8,5,3,1
314:7,7,4,8,3,9,9,9,4,8,9,6,7,4,4,9,1,6,8,3,2,7,6,9,5,1,7,3,4,6
315:2,3,6,2,7,4,1,5,8,6,5,9,5,5,3,3,9,7,8,5,7,7,8,5,2,2,6,5,8,9
316:8,4,2,7,6,8,6,6,4,5,9,8,7,6,3,6,6,9,9,2,7,4,4,2,7,3,1,6,2,9
317:2,4,5,5,8,6,7,4,1,9,8,5,1,3,8,5,6,3,3,1,2,2,9,6,5,5,4,4,6,6
318:5,5,3,6,8,6,4,5,2,5,8,8,8,8,8,6,2,4,4,3,9,4,2,5,9,7,9,6,7,3
319:9,7,3,4,2,4,3,9,2,1,8,5,1,8,9,2,8,8,1,7,8,8,1,2,4,9,5,4,8,5
320:2,3,5,7,3,9,6,6,8,3,6,1,3,7,9,6,2,7,3,8,4,2,6,4,3,4,5,5,2,8
321:5,2,3,1,4,6,6,4,9,9,1,5,9,1,5,3,6,3,1,7,4,4,8,6,7,6,9,2,7,6
322:8,5,3,7,9,1,5,2,7,6,8,5,3,8,2,2,4,5,3,7,1,9,5,8,7,1,4,9,8,3
323:3,5,4,5,5,7,2,1,5,3,7,8,3,7,4,7,4,9,6,7,9,5,1,6,2,9,3,6,4,9
324:6,4,2,4,6,9,3,7,2,5,9,8,3,7,9,5,4,4,6,4,6,7,4,6,2,7,3,9,3,7
325:9,2,4,3,7,7,5,2,2,8,2,6,9,8,3,3,1,3,6,7,6,9,6,4,9,8,8,1,4,9
326:6,6,9,1,6,4,2,3,7,9,4,2,4,4,7,2,2,4,1,4,8,3,5,8,9,7,5,8,7,8
327:8,3,7,2,1,1,1,1,5,9,3,5,6,9,8,7,3,1,5,8,4,2,8,2,6,7,9,1,7,2
328:5,2,2,6,6,9,7,1,2,1,7,6,1,1,4,6,3,7,8,7,1,5,2,7,2,4,5,7,4,2
329:8,4,2,7,6,8,6,6,4,5,9,8,7,6,3,6,6,9,9,2,7,4,4,2,7,3,1,6,2,9
330:4,9,9,6,7,7,1,6,9,7,6,9,9,1,7,8,5,4,6,3,3,8,9,6,6,7,8,2,8,6
331:3,9,7,7,3,9,5,2,7,8,5,1,5,3,5,8,8,7,5,9,3,2,1,4,3,2,7,4,3,2
332:6,2,1,1,3,5,8,6,1,3,6,1,5,8,4,1,7,5,1,1,2,2,2,8,3,1,3,4,1,4
333:8,9,8,7,4,9,9,2,8,8,2,8,8,2,1,1,8,3,5,3,1,1,1,6,3,8,3,2,2,9
334:4,3,2,2,9,5,3,3,6,1,1,1,1,2,5,9,1,2,9,6,2,7,3,9,8,3,8,1,9,2
335:5,8,1,6,7,7,8,6,9,6,2,1,8,5,2,2,2,8,9,8,6,2,7,5,6,5,4,2,5,5
336:8,7,2,3,8,4,2,3,2,7,1,5,3,1,2,7,7,8,8,6,1,6,5,3,2,7,5,7,8,2
337:5,6,5,7,9,7,6,7,1,8,4,6,9,4,8,8,5,4,6,6,4,3,7,7,2,8,9,1,9,9
338:4,6,9,2,5,9,8,9,6,3,4,3,3,8,7,1,8,6,6,5,7,4,7,2,1,1,4,6,4,4
339:7,5,2,8,3,7,5,6,7,2,8,2,3,9,5,5,8,8,1,7,7,2,9,9,8,1,4,3,6,5
340:2,2,2,5,6,1,4,9,9,1,1,5,9,7,1,2,3,6,1,2,1,4,3,5,4,1,3,5,5,3
341:5,8,6,2,1,1,5,7,2,9,6,9,6,4,2,8,8,1,5,8,4,2,2,5,5,6,8,2,3,4
342:8,5,5,6,9,5,1,9,5,1,3,2,4,6,9,7,6,4,7,7,7,2,9,1,3,8,5,3,7,2
343:2,6,5,1,5,6,8,4,4,4,4,6,3,4,8,3,2,6,8,3,5,5,8,1,6,3,9,9,3,1
344:9,5,2,1,2,4,8,7,7,8,6,4,7,8,3,4,8,2,6,9,2,7,4,1,8,6,5,9,4,4
345:4,5,3,2,6,4,1,2,9,3,3,6,3,4,6,6,8,6,2,4,5,3,8,7,3,3,7,5,6,4
346:1,2,4,6,4,6,4,8,4,3,9,7,7,6,3,9,1,3,9,6,6,5,9,8,2,6,4,5,8,2
347:4,5,1,1,9,8,7,8,5,1,3,1,9,6,1,3,3,7,2,2,2,1,2,9,5,7,5,9,6,1
348:9,7,5,2,5,4,3,6,6,3,3,1,9,8,1,9,1,4,2,4,9,7,4,7,3,7,1,7,2,1
349:8,7,4,3,3,7,9,1,3,8,6,9,9,2,2,4,8,1,8,6,2,3,2,1,5,4,4,8,3,5
350:1,6,7,8,3,1,2,5,2,5,2,5,3,4,8,3,5,8,3,1,6,6,5,4,5,1,8,9,7,2
351:7,3,1,3,9,8,6,7,4,1,3,5,6,4,1,6,7,1,1,8,1,7,6,3,9,7,4,9,1,9
352:4,3,2,8,8,5,7,3,9,1,4,1,8,8,2,1,2,8,7,6,3,8,5,7,3,3,2,8,4,2
353:8,4,2,5,4,2,9,4,9,6,7,4,5,5,7,9,6,8,7,4,4,7,9,4,2,2,9,4,4,9
354:4,7,5,2,6,3,8,6,7,1,8,5,4,6,7,1,6,9,2,6,6,2,2,1,1,5,2,1,3,4
355:6,1,9,7,9,7,1,2,4,8,1,5,4,1,7,9,8,8,9,4,9,3,7,4,8,6,3,4,6,9
356:2,8,1,9,6,1,6,1,9,5,5,9,8,3,9,1,5,1,4,1,7,1,5,8,6,9,1,8,8,2
357:9,3,3,3,4,3,8,3,7,1,2,6,4,7,7,6,5,9,7,9,2,5,1,8,3,8,2,3,1,3
358:7,2,6,8,3,7,4,1,4,5,1,2,1,9,6,8,3,1,1,6,4,3,3,2,1,1,4,8,3,2
359:8,1,5,7,6,3,2,3,8,1,4,7,6,8,8,4,4,9,8,1,4,2,2,1,9,9,7,9,5,4
360:1,3,5,2,1,4,8,2,4,9,3,9,2,6,8,1,4,3,6,6,4,3,7,7,2,3,7,6,9,9
361:7,5,1,9,4,6,7,6,3,5,5,5,9,9,4,6,9,7,1,2,6,2,5,8,2,2,2,5,3,1
362:1,2,1,8,3,5,2,4,4,9,9,8,5,9,5,8,4,6,8,8,9,4,5,2,9,3,3,5,6,7
363:2,6,9,1,1,5,9,4,8,3,4,3,5,6,3,1,9,9,5,2,5,5,7,2,6,6,5,7,3,7
364:8,4,2,7,6,8,6,6,4,5,9,8,7,9,3,6,6,9,9,2,7,4,4,2,7,3,1,6,2,9
365:4,8,7,1,8,7,1,2,6,2,2,2,6,2,6,8,6,6,2,5,3,7,4,9,3,1,5,2,5,1
366:2,1,5,9,6,1,4,5,2,7,1,9,9,6,5,6,1,5,9,4,8,6,6,3,6,2,9,6,4,8
367:7,1,1,1,1,3,5,2,7,4,8,6,8,7,9,3,7,1,5,2,3,1,6,5,5,2,2,2,8,5
368:4,5,1,1,9,8,7,8,5,1,3,1,9,6,1,3,3,7,2,2,2,1,2,9,3,7,5,9,6,1
369:2,4,7,4,1,4,2,1,6,7,4,8,8,6,6,5,9,5,5,3,7,2,3,1,9,3,5,1,6,3
370:6,2,1,3,8,6,3,9,3,2,4,4,3,8,7,8,1,1,7,7,5,7,6,1,4,3,2,4,6,2
371:8,1,3,7,9,1,5,9,2,3,3,2,6,6,3,8,4,3,5,8,2,6,7,6,9,9,7,1,3,1
372:1,2,4,5,5,7,9,5,2,9,2,8,9,9,7,5,3,2,9,8,4,2,8,9,9,5,5,4,5,6
373:8,3,7,2,1,1,1,1,5,9,3,5,6,9,8,7,3,2,5,8,4,2,8,2,6,7,9,1,7,2
374:7,2,8,1,3,1,8,2,6,3,1,2,4,4,8,1,6,5,5,5,4,9,3,2,7,1,8,2,1,5
375:4,3,8,8,3,8,8,3,7,5,1,4,7,8,5,2,3,4,2,9,7,6,2,4,8,9,7,1,6,2
376:4,1,7,1,1,8,2,8,7,1,8,1,2,7,4,1,6,3,9,5,4,7,4,3,9,2,7,8,5,2
377:7,8,7,3,6,6,1,8,1,1,1,3,3,4,9,5,5,9,2,9,4,4,3,3,8,7,7,9,8,3
378:1,2,4,6,4,6,4,8,4,3,9,7,7,6,3,9,1,3,9,6,6,5,9,8,2,6,4,5,8,1
379:3,6,1,5,9,5,9,8,8,4,6,9,3,7,8,1,3,6,7,5,5,7,4,9,5,2,7,5,6,3
380:8,7,4,3,3,7,9,1,3,8,6,9,9,2,2,4,8,1,8,6,2,3,2,1,5,4,4,8,3,2
381:5,4,3,4,9,6,9,6,7,1,6,3,5,5,6,2,9,8,8,5,5,6,4,3,1,9,7,9,7,2
382:2,5,8,6,8,1,7,5,9,2,9,9,3,8,1,5,8,9,2,9,2,1,4,1,2,9,1,4,7,7
383:1,3,4,6,4,3,8,6,9,3,5,8,6,3,9,5,4,1,6,1,1,6,4,4,8,1,8,3,5,9
384:7,4,9,5,5,2,2,3,9,4,6,4,3,4,3,5,2,8,3,6,6,6,5,2,9,1,2,6,1,8
385:8,1,4,9,2,6,3,4,6,5,2,9,4,5,1,2,5,8,5,2,7,4,1,8,1,5,8,7,7,9
386:8,6,9,4,8,9,7,2,9,3,4,7,8,4,4,4,6,4,9,7,8,6,1,8,3,3,6,6,5,2
387:3,3,8,2,5,7,1,3,5,8,5,3,2,2,5,3,3,3,4,4,8,5,2,2,8,3,9,2,2,8
388:7,5,7,1,7,7,2,8,9,8,6,2,1,5,2,3,5,1,2,9,7,3,8,5,8,1,2,4,4,9
389:4,9,4,4,7,5,6,9,4,7,5,8,4,7,2,2,4,8,5,6,8,9,2,2,5,4,5,8,7,7
390:3,5,1,5,4,3,4,8,4,9,9,4,4,2,5,1,3,2,8,7,4,7,4,9,5,5,3,9,4,6
391:5,9,1,5,1,8,3,6,1,7,6,8,4,3,9,3,2,2,2,2,7,9,4,5,4,4,8,5,5,3
392:6,1,4,5,6,5,9,5,8,3,5,7,5,7,8,4,7,2,8,3,7,1,2,3,1,1,8,1,1,9
393:8,2,9,9,9,4,2,8,7,5,8,7,5,6,6,7,7,4,6,1,3,6,5,2,7,6,6,8,9,8
394:4,8,9,5,9,5,3,9,1,8,6,1,5,2,5,9,6,3,1,5,2,3,3,7,9,2,5,5,7,9
395:1,7,7,9,1,1,2,5,4,1,2,9,1,3,1,8,9,4,4,8,7,5,9,2,2,6,5,3,9,5
396:8,9,8,7,4,9,9,2,8,8,2,8,8,2,1,1,8,3,5,3,1,1,1,6,3,8,3,2,2,5
397:4,4,9,7,5,7,4,7,5,5,4,4,5,8,2,2,2,3,8,1,2,6,3,8,1,8,7,4,2,5
398:8,1,1,1,2,3,3,7,9,7,5,1,5,1,6,9,8,7,5,5,7,4,1,1,5,3,8,4,9,4
399:7,5,9,1,4,6,3,7,5,3,1,4,7,8,2,4,3,6,7,5,8,3,4,5,4,9,9,6,4,7
400:4,5,3,7,3,8,9,1,2,4,6,8,4,6,4,1,7,1,6,5,5,8,7,7,1,3,5,6,1,5
401:5,8,1,2,6,8,6,4,9,6,9,6,8,3,1,5,9,9,4,6,8,5,3,2,5,5,1,5,2,6
402:5,8,1,6,7,7,8,6,9,6,2,1,8,5,2,2,2,8,9,8,6,2,7,5,6,5,4,2,5,7
403:2,1,5,9,6,1,4,5,2,7,1,9,9,6,5,6,1,5,9,4,8,6,6,3,6,2,9,6,4,6
404:9,4,8,5,1,6,4,1,6,3,1,6,7,5,4,4,7,1,6,8,2,3,2,3,9,2,9,3,6,4
405:9,3,3,3,4,3,8,3,7,1,2,6,4,7,7,6,5,9,7,9,2,5,1,8,3,8,2,3,1,9
406:5,8,6,2,1,1,5,7,2,9,6,9,6,4,2,8,8,1,5,8,4,2,2,5,5,6,8,2,3,4
407:1,2,4,5,3,1,6,9,2,5,6,3,3,5,6,2,9,1,5,1,3,8,1,7,3,1,1,9,1,8
408:9,7,2,5,2,4,2,3,9,5,6,5,3,8,2,1,6,2,7,8,3,8,8,5,4,2,2,1,1,5
409:7,5,1,9,4,6,7,6,3,5,5,5,9,9,4,6,9,7,1,2,6,2,5,8,2,2,2,5,3,8
410:1,8,2,7,7,4,2,2,7,6,9,5,5,1,9,3,2,1,6,3,9,9,1,6,4,5,7,7,1,7
411:7,7,7,3,9,8,6,3,9,8,1,8,8,9,4,3,2,9,5,4,9,7,7,7,2,6,8,7,1,9
412:6,5,9,9,7,4,6,9,5,3,6,3,4,8,6,4,8,1,9,8,3,2,5,2,9,3,7,4,2,8
413:5,3,9,4,4,4,7,7,1,4,3,3,5,7,4,3,5,5,6,2,2,9,3,1,6,4,2,1,8,3
414:3,9,9,5,4,4,3,8,7,2,4,8,1,3,1,2,2,9,7,9,1,7,3,4,3,2,4,5,6,1
415:8,5,8,3,4,3,9,9,8,5,6,7,6,7,8,6,8,9,3,2,8,3,5,2,5,5,5,2,9,5
416:2,5,3,8,7,3,2,8,9,5,6,6,8,5,2,9,2,5,5,3,6,8,9,2,2,6,9,6,9,5
417:3,3,8,2,5,7,1,3,3,8,5,3,2,2,5,3,3,3,4,4,8,5,2,2,8,3,9,2,2,5
418:3,6,1,3,6,6,6,8,1,7,7,3,5,4,6,4,4,5,3,9,8,6,4,9,7,9,4,6,4,5
419:8,3,9,5,4,7,8,2,1,1,3,5,2,4,4,5,4,8,7,6,8,9,7,3,6,9,1,5,3,9
420:1,1,9,7,8,4,4,9,4,4,8,3,9,1,5,7,8,3,3,9,6,3,6,6,2,6,4,1,8,6
421:8,7,4,3,3,7,9,1,3,8,6,9,9,2,2,4,8,1,8,6,2,3,2,1,5,4,4,8,3,2
422:8,7,2,3,8,4,2,3,2,7,1,5,3,1,2,7,7,8,2,6,1,6,5,3,2,7,5,7,8,2
423:8,1,1,1,2,3,3,7,9,7,5,1,5,1,6,9,8,7,5,5,7,4,1,1,9,3,8,4,9,4
424:3,5,4,5,5,7,2,1,5,3,7,8,3,7,5,7,4,9,6,7,9,5,1,6,2,9,3,6,4,9
425:2,6,5,1,5,6,8,4,4,4,4,6,3,4,8,3,2,6,8,3,5,5,8,1,6,3,9,9,3,3
426:5,6,5,7,9,7,6,7,1,8,4,6,9,4,8,8,5,4,6,2,4,3,7,7,2,8,9,1,9,9
427:6,7,1,4,7,7,2,8,3,8,8,3,9,2,3,7,6,3,3,5,6,1,4,4,6,1,7,3,2,2
428:6,6,9,1,6,4,2,3,7,9,7,2,4,4,7,2,2,4,1,4,8,3,5,8,9,7,5,8,7,8
429:4,5,5,4,4,1,7,5,4,7,6,3,5,1,9,2,8,9,6,9,5,5,3,3,5,8,1,3,9,4
430:2,1,4,7,3,9,5,1,3,9,2,3,7,6,1,3,8,9,5,9,2,9,6,5,5,5,5,4,5,2
431:3,9,7,7,3,9,5,2,7,8,5,1,5,3,5,8,8,7,5,9,3,2,1,4,3,2,7,4,3,5
432:3,4,6,9,6,9,4,8,8,2,2,9,3,3,6,2,4,1,6,7,3,1,2,8,2,3,6,2,4,4
433:4,4,2,5,9,8,4,3,2,5,8,7,3,1,5,7,2,4,8,7,8,4,5,6,6,5,4,6,1,4
434:3,2,9,2,8,7,4,4,5,1,8,2,1,8,4,5,4,9,7,9,7,5,8,8,3,3,8,9,8,2
435:3,6,2,5,9,1,7,9,9,6,1,4,9,9,2,7,7,2,3,2,5,3,2,6,5,3,3,9,3,8
436:3,6,1,5,9,5,9,8,7,4,6,9,3,7,8,1,3,6,7,5,5,7,4,9,5,2,7,5,6,3
437:3,1,7,7,7,7,6,1,8,4,2,2,9,1,3,7,3,2,4,8,6,8,1,2,7,5,6,8,5,1
438:4,5,1,1,9,8,7,8,5,1,3,1,9,6,1,3,3,7,2,2,2,1,2,9,5,7,5,9,6,2
439:6,3,4,5,9,9,1,8,3,4,9,3,1,9,2,9,6,8,9,1,4,7,9,3,2,6,1,3,3,1
440:7,5,9,2,4,6,3,7,5,3,1,4,7,8,2,4,3,6,7,5,8,3,4,5,4,9,9,6,4,3
441:2,5,2,8,9,9,9,7,7,6,3,9,5,4,2,7,4,2,8,1,4,7,1,5,8,9,9,7,5,4
442:3,8,8,9,8,8,1,8,3,9,1,1,6,6,7,4,6,7,8,3,6,5,9,8,4,1,4,3,9,8
443:7,2,9,3,9,6,7,9,8,1,4,8,9,1,9,8,6,2,2,4,6,1,8,4,8,1,3,3,7,6
444:1,2,7,9,4,9,7,1,7,8,2,1,8,6,5,9,1,7,9,6,5,7,7,2,4,1,8,3,2,7
445:8,8,4,1,3,9,4,4,8,6,1,1,2,6,3,9,6,2,2,3,1,4,5,2,5,2,9,3,2,7
446:1,2,1,8,3,5,2,4,4,9,9,8,5,9,5,8,4,6,8,8,9,4,5,2,9,3,3,5,6,1
447:5,4,5,6,3,9,7,6,7,3,8,9,1,6,4,3,1,8,5,8,6,6,6,4,3,3,6,2,3,9
448:5,4,9,1,7,2,5,3,2,9,7,2,3,5,6,4,5,1,4,3,6,6,8,3,8,5,2,9,3,6
449:4,8,7,1,8,7,1,2,6,2,2,2,6,2,6,8,6,6,2,5,3,7,8,9,3,1,5,2,5,1
450:3,8,4,2,3,8,7,5,4,5,7,4,7,7,5,5,7,5,8,5,6,6,2,1,4,2,1,4,3,3
